;sample
x1255;229.7677255370419
x1256;272.68216729573265
x1257;300.30916990779843
x1258;237.34683233966226
x1259;236.9901223069338
x1260;222.69917503987585
x1261;306.06966707356594
x1262;299.96185463999075
x1263;325.1855683534643
x1264;278.56474999972204
x1265;330.2518089615956
x1266;207.44470736046017
x1267;282.3646917941799
x1268;266.8557415071729
x1269;280.93959555361994
x1270;381.7657463565081
x1271;247.54342515329128
x1272;306.0899189602165
x1273;380.1680707292985
x1274;311.0622741081855
x1275;315.12046009106655
x1276;324.76389124388544
x1277;320.96333239069054
x1278;328.1183456502308
x1279;229.07933285804148
x1280;459.16229461846393
x1281;295.8999414658056
x1282;243.2463706601023
x1283;379.1969655060057
x1284;468.20043840518633
x1285;274.1956019569907
x1286;381.793174449282
x1287;403.69718250197155
x1288;344.1337003058427
x1289;402.76348673289743
x1290;277.94009221824666
x1291;313.8672820737453
x1292;343.317293381252
x1293;260.34005071915954
x1294;344.91871404661146
x1295;451.8256546817694
x1296;367.38170206619736
x1297;276.79513881543767
x1298;319.82686313026613
x1299;375.0089398094582
x1300;298.0980005629698
x1301;360.8068322044102
x1302;265.84589800530597
x1303;243.5652191640464
x1304;267.0121435927576
x1305;233.7551291891697
x1306;262.9180045423093
x1307;258.8859757723521
x1308;248.4661985239815
x1309;276.81828338900726
x1310;383.8867043126659
x1311;264.4604753477815
x1312;283.88320310339464
x1313;294.8481649189657
x1314;240.941911576612
x1315;224.80089516224504
x1316;288.9321336407542
x1317;242.99054940056288
x1318;400.66843128531076
x1319;337.14065217010767
x1320;293.78390225674315
x1321;260.3487302067207
x1322;281.43368771064354
x1323;351.22118432838437
x1324;322.67448073137365
x1325;255.76729431201417
x1326;350.98954939766054
x1327;307.3697628914944
x1328;330.21523230597904
x1329;256.99054058946336
x1330;302.5662373594337
x1331;249.84869149150515
x1332;284.4658052195247
x1333;400.07776726323283
x1334;231.63977602370133
x1335;305.90206220969566
x1336;329.63665776080836
x1337;325.52600763428893
x1338;387.7601859850544
x1339;288.4954656365692
x1340;350.62897486657124
x1341;219.41679949982085
x1342;257.7266040236026
x1343;331.67549612124685
x1344;316.3083415207078
x1345;234.6805926764225
x1346;263.5349264660806
x1347;336.7199430160347
x1348;303.16954381992696
x1349;226.70293755233263
x1350;331.8744417505226
x1351;283.7416356915158
x1352;260.0146721613441
x1353;318.1915871119445
x1354;261.8891213715269
x1355;278.65500596085343
x1356;238.9152357590764
x1357;318.2064668111546
x1358;280.581250536598
x1359;313.4908639888266
x1360;384.4489969318796
x1361;274.98221082366933
x1362;309.15663987602557
x1363;281.9737264893707
x1364;316.4119142132446
x1365;279.07876872658983
x1366;324.47291540089117
x1367;304.0845653936617
x1368;319.9767407158654
x1369;316.2560419373857
x1370;319.35353577130724
x1371;194.70993878615297
x1372;353.5362253999566
x1373;267.56651827791546
x1374;334.9957657476457
x1375;342.4206665641555
x1376;338.94356425241585
x1377;262.6805681799816
x1378;287.99524708486797
x1379;198.04592997048906
x1380;408.0045669802862
x1381;345.7816713804355
x1382;346.8067427314056
x1383;245.17599629706498
x1384;259.92178808432436
x1385;288.49082988928086
x1386;332.04582848092605
x1387;289.8077265632104
x1388;273.65368961395995
x1389;240.97485390664855
x1390;248.5057691265188
x1391;324.76010394162796
x1392;251.21406493172893
x1393;339.95094847202085
x1394;322.21411966172064
x1395;178.50173065492015
x1396;269.6533116456767
x1397;265.84560120197335
x1398;240.36670568057897
x1399;211.85472487269587
x1400;276.078565211036
x1401;245.49482079185873
x1402;239.49363885373225
x1403;387.68463666132965
x1404;311.73340133835933
x1405;329.7749625166178
x1406;377.6465341927941
x1407;281.52601415254895
x1408;243.09127170913752
x1409;347.3014944155813
x1410;265.1857755863762
x1411;315.6763007162837
x1412;241.7578114401588
x1413;260.4877621520763
x1414;259.2216621793407
x1415;330.18822215092626
x1416;211.60680978097523
x1417;306.0776441474308
x1418;332.7144777393756
x1419;252.5217211920906
x1420;228.11202901468383
x1421;356.5154232459649
x1422;299.9908657757214
x1423;231.79080586127833
x1424;253.7344447781217
x1425;388.1018157568818
x1426;230.8022604184317
x1427;265.1028181958399
x1428;300.1141466094059
x1429;317.36371415536576
x1430;233.93741969708032
x1431;194.8350783411455
x1432;320.1175612070627
x1433;328.79608138611866
x1434;263.07778189232226
x1435;271.3792745076859
x1436;279.1443798777084
x1437;304.9501007775601
x1438;281.2074720465628
x1439;320.42098424579234
x1440;350.8500797776866
x1441;356.9419388177795
x1442;304.23423745378324
x1443;332.0422390745669
x1444;358.27630042943883
x1445;342.1632017355071
x1446;314.6189461775068
x1447;286.73777292387706
x1448;384.90188500723275
x1449;275.96659958767475
x1450;185.50139809537177
x1451;339.33656036017595
x1452;357.11988276463643
x1453;275.1260143137917
x1454;267.9050816469818
x1455;228.39879425026024
x1456;368.75792424865546
x1457;401.22944593855385
x1458;262.17456210959193
x1459;254.8049276906145
x1460;229.32515438923318
x1461;401.37363398937833
x1462;225.99131567912983
x1463;315.4736087645457
x1464;339.976016618088
x1465;238.3530104240497
x1466;360.33914329941337
x1467;355.36819974735795
x1468;327.5967708512153
x1469;286.70020581334006
x1470;337.46045845701497
x1471;290.98395845617176
x1472;345.0015556925129
x1473;310.2564926563457
x1474;291.8587811272099
x1475;220.52078144843853
x1476;231.45022628699982
x1477;262.99987603807125
x1478;291.48764562569573
x1479;199.12086232252736
x1480;302.25066873076827
x1481;338.4968912219919
x1482;391.020229397407
x1483;275.6081641820631
x1484;248.17215810980326
x1485;284.5982559297076
x1486;255.3683729158456
x1487;299.2614133817239
x1488;348.8921375347112
x1489;363.8059302276406
x1490;335.79470068018435
x1491;216.04075641230176
x1492;276.59455071477
x1493;234.81230931657785
x1494;299.3566856525979
x1495;260.92152767487056
x1496;375.89345382636174
x1497;303.14297142331196
x1498;332.11898256643417
x1499;279.6048239502934
x1500;397.46425109447046
x1501;298.5152535581325
x1502;365.3479531341241
x1503;258.4646771678721
x1504;332.931935588738
x1505;258.81893972233735
x1506;313.1469218129608
x1507;294.0344237547404
x1508;274.6878809514112
x1509;330.3585658121352
x1510;313.3669898015577
x1511;348.5845089963768
x1512;255.56884695926627
x1513;398.8246162135907
x1514;219.07359130077927
x1515;298.9266818911247
x1516;263.09728262891616
x1517;380.30126912250734
x1518;340.1743209136932
x1519;378.5519034252843
x1520;278.1194670323223
x1521;340.04794818870107
x1522;324.91439284792784
x1523;404.68946617710503
x1524;236.29334733052548
x1525;237.12472496339234
x1526;260.83883979468885
x1527;271.2303284466051
x1528;398.3947025954127
x1529;288.59398835322446
x1530;305.9026483826218
x1531;336.07748812219944
x1532;321.2964932441995
x1533;313.3284371527474
x1534;201.7683801004399
x1535;392.25454452355945
x1536;339.6775126190272
x1537;312.1278094532287
x1538;368.50281293859456
x1539;326.1927646165763
x1540;270.6067294649776
x1541;414.2582597241274
x1542;362.2463458726837
x1543;307.27485323271657
x1544;363.88382216779047
x1545;277.08420866775145
x1546;302.3988674393988
x1547;328.5422458213968
x1548;285.14265725306814
x1549;326.2625749229696
x1550;325.5322006710324
x1551;275.50016707087093
x1552;287.42370325637967
x1553;226.48845990066633
x1554;259.4241057002109
x1555;294.7440857077241
x1556;297.0831061372923
x1557;275.0858575833523
x1558;346.74993371591177
x1559;228.7297350251742
x1560;245.3641713576184
x1561;277.0507239253405
x1562;365.60172934740984
x1563;319.2020253723427
x1564;411.0878310126034
x1565;303.1187887145811
x1566;303.8918036014125
x1567;168.43529305555484
x1568;261.46803971072023
x1569;241.2426643942386
x1570;316.28442619610774
x1571;330.92280754842335
x1572;296.8561433342969
x1573;281.39190219057383
x1574;280.8686609039678
x1575;243.80974877902705
x1576;304.9831794646922
x1577;320.1067325370468
x1578;337.0988655044151
x1579;239.24898715867263
x1580;339.015947921852
x1581;292.2373302760269
x1582;269.1942851924121
x1583;256.4646236099026
x1584;313.75743272805687
x1585;252.63283447104934
x1586;350.2078955098354
x1587;223.4320246012207
x1588;275.2589968879905
x1589;341.98967137972653
x1590;366.8661711554222
x1591;201.24838040180282
x1592;255.48799039667412
x1593;221.85533628629253
x1594;284.6415438087053
x1595;327.6788729415102
x1596;431.1783301690661
x1597;243.09536449544967
x1598;328.7217151791381
x1599;297.42375917875347
x1600;339.5122880794801
x1601;277.9164932406
x1602;301.62399470071165
x1603;267.2580727296243
x1604;278.65563217384806
x1605;323.6120042046366
x1606;251.5068862315978
x1607;284.5275511800494
x1608;278.5538507560432
x1609;211.00881551406553
x1610;226.33352393148573
x1611;348.143786888408
x1612;285.8074472841479
x1613;314.26672345220663
x1614;345.3686308067707
x1615;301.1927438427909
x1616;269.01658189088977
x1617;266.96575326072696
x1618;316.0726714091465
x1619;298.14344882543855
x1620;269.83593129195657
x1621;363.6513018697962
x1622;382.6914682543472
x1623;270.50293150336233
x1624;326.371052051874
x1625;307.59991339982565
x1626;260.07722533034416
x1627;333.70404368243254
x1628;260.7970771657381
x1629;324.8403855097965
x1630;225.25702282147296
x1631;215.96682715059717
x1632;291.3311521884304
x1633;289.1960778770917
x1634;285.9876314224281
x1635;285.2204413302793
x1636;348.84317965326176
x1637;289.6505472328957
x1638;276.75345102851185
x1639;254.96629946571028
x1640;363.6941985707258
x1641;301.9240644731775
x1642;362.5756249158338
x1643;247.34391493741072
x1644;281.63478625941576
x1645;382.911339707884
x1646;312.6206121804098
x1647;430.2014154201678
x1648;364.972564389107
x1649;264.5182868302015
x1650;315.07589260450436
x1651;277.338706460392
x1652;318.52674551355483
x1653;361.8756928884365
x1654;274.22201463384494
x1655;283.4663862049267
x1656;365.2237106869898
x1657;346.9231440253608
x1658;295.1514426374792
x1659;307.3798900639444
x1660;333.8256974521738
x1661;429.9342170454247
x1662;247.93098690553927
x1663;304.80938795513737
x1664;333.5967073710053
x1665;318.2700815353555
x1666;307.59368309260395
x1667;316.8403567077248
x1668;244.07776319379917
x1669;337.6538567882435
x1670;278.2373374294876
x1671;325.62402899789504
x1672;441.34089858502495
x1673;313.87478073671593
x1674;186.20685966010828
x1675;249.59468878011305
x1676;264.6432912544526
x1677;294.07010217729754
x1678;262.1210292247943
x1679;276.51192238320675
x1680;353.4422282046783
x1681;358.7674725802498
x1682;329.03744619598865
x1683;258.5563002999898
x1684;373.65766450304153
x1685;390.99575003187994
x1686;312.1703576438016
x1687;298.3412139360579
x1688;272.87233704523027
x1689;387.9849484791411
x1690;259.96423438370226
x1691;256.3474341823077
x1692;299.3011492191459
x1693;277.8961232634289
x1694;301.3482477573363
x1695;281.50302268288374
x1696;286.33686206593995
x1697;252.10821236280728
x1698;282.8789229694238
x1699;387.5073063826907
x1700;324.0321912674584
x1701;246.76471958341293
x1702;277.17432575723666
x1703;289.43527781096793
x1704;281.63028825312404
x1705;343.2026700124795
x1706;316.4339523718788
x1707;271.36026452191976
x1708;304.9551831894832
x1709;323.7588226671094
x1710;259.32338117085436
x1711;299.6956024253392
x1712;276.53645927771504
x1713;267.260095996572
x1714;242.15275870762085
x1715;325.08882358190095
x1716;430.04349240421476
x1717;268.7835306224794
x1718;264.96294350764003
x1719;280.2196811327416
x1720;351.7350615574059
x1721;235.14900589775883
x1722;306.3277151868077
x1723;331.830498820544
x1724;331.545172490394
x1725;209.57999094606225
x1726;361.8118838193197
x1727;256.1164587898046
x1728;301.6208461045973
x1729;346.30192720049365
x1730;252.37661100944447
x1731;354.80615705837
x1732;315.7704400049321
x1733;283.0106886026475
x1734;261.5477465200377
x1735;284.91985671981627
x1736;308.9677686096432
x1737;309.1535073369184
x1738;352.26836385807724
x1739;349.34593306738196
x1740;276.25750172581957
x1741;160.5821242191431
x1742;370.55609058672866
x1743;278.48616734884564
x1744;299.4519699814478
x1745;238.26080160228622
x1746;252.33682043658877
x1747;259.73851803263165
x1748;277.3608039594956
x1749;297.12047717428163
x1750;325.3464158717715
x1751;308.30977666249305
x1752;300.7653393093695
x1753;295.9631026346122
x1754;339.7945408072517
x1755;384.7095820821995
x1756;381.25155731246116
x1757;350.29436397653086
x1758;334.30385615193546
x1759;310.8558112156099
x1760;204.39403090792584
x1761;249.3042394063922
x1762;338.8881489229939
x1763;293.39068807772315
x1764;312.7611918907142
x1765;333.71970254100233
x1766;242.14078016470586
x1767;257.9122585522707
x1768;257.7265307529395
x1769;345.3660412632625
x1770;300.57020958871783
x1771;278.6248837095254
x1772;259.8682651698598
x1773;244.38798625881068
x1774;285.03180519337064
x1775;323.5382539330916
x1776;332.0494962818905
x1777;262.59487707240174
x1778;374
x1779;300.1535661151267
x1780;268.6103145166139
x1781;236.19420118127
x1782;272.3267986442011
x1783;344.88502143128215
x1784;372.8475654691737
x1785;333.49006308360805
x1786;370.32143910524996
x1787;326.2078435124199
x1788;369.8429301438491
x1789;288.4688929021263
x1790;277.56556605447986
x1791;313.67312587524657
x1792;313.36323168529594
x1793;322.0504259625148
x1794;400.132169657051
x1795;364.62640285842866
x1796;335.71013144848837
x1797;240.28049586928944
x1798;277.7620381914379
x1799;351.5235019583267
x1800;207.51303354712732
x1801;305.48600651743556
x1802;306.96794418293473
x1803;351.4440445028208
x1804;341.22355237154545
x1805;325.283249466717
x1806;302.1980035469381
x1807;220.61664087708684
x1808;309.80592721642086
x1809;247.70029070464992
x1810;228.07968420351273
x1811;314.067785991148
x1812;279.60218492885593
x1813;266.08563429502874
x1814;310.9836803811246
x1815;296.2264829309568
x1816;310.9022091361739
x1817;404.90975867517085
x1818;361.4974458494079
x1819;325.8510712269875
x1820;350.04652706016475
x1821;307.7090694519174
x1822;297.439923643863
x1823;295.9062041188853
x1824;252.75835164975
x1825;253.73849296234934
x1826;356.84091337414975
x1827;281.63700111993376
x1828;306.46397023353074
x1829;285.77715516918346
x1830;237.1934720751098
x1831;264.85151584236644
x1832;289.0967783948122
x1833;312.3023448821231
x1834;278.3933782152934
x1835;259.31504010585337
x1836;355.8032020772351
x1837;234.0537036338882
x1838;317.9313628745384
x1839;250.24056216983502
x1840;251.2530868660421
x1841;398.2247086390021
x1842;321.8224224294235
x1843;266.8611327676185
x1844;343.0931447998589
x1845;242.7382320190208
x1846;244.32556274717751
x1847;304.1569555106736
x1848;287.29265372789143
x1849;308.4277091721033
x1850;222.29660122827448
x1851;336.6392175068898
x1852;222.47089328379434
x1853;264.79959790453336
x1854;239.51918253704525
x1855;347.2380165863863
x1856;287.3570765976111
x1857;302.82844696679956
x1858;219.61949516083345
x1859;282.6833677309496
x1860;286.19093246729363
x1861;270.20820224957066
x1862;258.89867064414466
x1863;271.01386704308146
x1864;296.88005286907315
x1865;266.89501461025844
x1866;230.28600760606244
x1867;227.94453882807787
x1868;275.27326281529884
x1869;317.85264346600394
x1870;271.6227504382286
x1871;424.88245933084954
x1872;327.99768010638167
x1873;263.6751380338755
x1874;187.80447302336418
x1875;257.9786457935367
x1876;315.9925230863103
x1877;324.6306405246306
x1878;263.78413027725475
x1879;257.0659262820326
x1880;335.8095017316159
x1881;298.074554080586
x1882;280.96792608319055
x1883;294.39350174768333
x1884;350.80941268726394
x1885;259.6366140373209
x1886;283.82374619707645
x1887;279.91986174973044
x1888;283.0708513385672
x1889;256.65607145236913
x1890;332.51401905625386
x1891;285.7105097324605
x1892;259.2284090865607
x1893;308.9310407050471
x1894;319.53949927593385
x1895;328.25569838369694
x1896;273.9658224901801
x1897;287.09744365108844
x1898;308.751552623327
x1899;275.6887101497765
x1900;234.40122409503059
x1901;322.498395407661
x1902;361.473680968731
x1903;310.87838778473315
x1904;315.2671490628221
x1905;301.37248759730954
x1906;292.5744140436314
x1907;326.20254095325527
x1908;286.7022019044145
x1909;314.1224547868086
x1910;324.5059437636555
x1911;283.3760365317132
x1912;358.0705157657808
x1913;311.33302933711485
x1914;309.51604440179034
x1915;347.06435782104404
x1916;240.99959401026126
x1917;280.37449824834584
x1918;238.54096134182265
x1919;276.01767360875806
x1920;298.5447258891758
x1921;260.5808012229899
x1922;364.5918398681451
x1923;219.6552520621048
x1924;323.9877082782003
x1925;424.58753581163904
x1926;324.65044984308975
x1927;338.04652165299035
x1928;334.03007117156835
x1929;316.3990430408707
x1930;275.87005110782695
x1931;340.8535758067277
x1932;363.9859863283616
x1933;295.91737794710457
x1934;283.3214267851076
x1935;302.5951451952537
x1936;349.96414902315394
x1937;322.9878661531118
x1938;304.3439772145278
x1939;252.54434660807422
x1940;271.1183758623858
x1941;351.1979571190493
x1942;262.40846815169346
x1943;301.6568719934868
x1944;334.8756574041031
x1945;357.3172947331449
x1946;304.5460040464373
x1947;343.0573807351248
x1948;264.81189866862127
x1949;274.1867311736168
x1950;374.31048216858085
x1951;228.13970501376804
x1952;339.9750631128589
x1953;269.8718408751002
x1954;277.2181121892272
x1955;334.157408469782
x1956;363.4227037568319
x1957;291.642496420738
x1958;232.85623869619062
x1959;258.81661497356583
x1960;262.6461519320024
x1961;323.6025621684195
x1962;260.5294345692305
x1963;312.6809003894676
x1964;295.3116966151978
x1965;329.5517288013534
x1966;319.6841146070011
x1967;234.0956350801836
x1968;379.7429260845383
x1969;279.2644353819848
x1970;295.61102304654315
x1971;438.64518980982007
x1972;410.7213575109344
x1973;272.09860226974604
x1974;260.4722540030692
x1975;297.7766614306716
x1976;314.31817023683266
x1977;328.54546507635627
x1978;305.54760974315536
x1979;322.76774633711267
x1980;365.482836693589
x1981;318.9497409509388
x1982;266.2676031741022
x1983;292.88082047829903
x1984;269.2986093229054
x1985;265.6565935214728
x1986;308.94529877941056
x1987;329.0410708265039
x1988;354.9545549507642
x1989;295.897550670688
x1990;292.5509323701041
x1991;378.51660544291906
x1992;272.51856580888676
x1993;240.04881412308094
x1994;182.5213814206811
x1995;336.0251569519752
x1996;238.1500703156618
x1997;338.22095066031125
x1998;362.47421041048267
x1999;272.86111875480935
x2000;306.9743515415487
x2001;280.46042278155426
x2002;297.3987849833637
x2003;250.93973665827187
x2004;277.4777207532835
x2005;249.43200183050672
x2006;283.5020690371318
x2007;336.0816976501343
x2008;237.63686874483383
x2009;290.64363425037953
x2010;263.01601914399316
x2011;302.67187679913127
x2012;378.55947186210824
x2013;342.807447862006
x2014;300.6672894611662
x2015;367.8193325118192
x2016;366.8763765762489
x2017;205.22438832358992
x2018;303.43718870022855
x2019;343.2495324703092
x2020;266.16040111244314
x2021;201.04094387460265
x2022;266.7212505134503
x2023;389.7930406613209
x2024;281.39188856658416
x2025;280.1955239075537
x2026;296.9134876697264
x2027;322.88956171453555
x2028;290.3923741978081
x2029;266.46885392000434
x2030;324.43432393894835
x2031;331.49579788792005
x2032;239.7883628683127
x2033;372.23142513197683
x2034;297.761148225588
x2035;369.91963641954044
x2036;291.57242499634265
x2037;304.5844347757804
x2038;249.87186261998792
x2039;357.0993074547494
x2040;310.92636680153305
x2041;294.5333923248511
x2042;295.3227108009095
x2043;235.84134832556936
x2044;301.59624246642596
x2045;341.22516548247705
x2046;243.81829191411623
x2047;259.45126938327434
x2048;337.36836058230307
x2049;263.2840437651338
x2050;261.9919757689888
x2051;310.58717394191547
x2052;266.52988202607077
x2053;324.7664667686029
x2054;242.96702844469124
x2055;256.7978177742891
x2056;380.5585618682394
x2057;277.3881855078948
x2058;365.50158279416934
x2059;308.5281973494932
x2060;242.99094437024522
x2061;307.329628373401
x2062;312.65563755721087
x2063;227.19453716087048
x2064;257.6228387487432
x2065;301.93489568910536
x2066;229.54036048808686
x2067;272.44049166847134
x2068;352.7093758580541
x2069;302.5796668853939
x2070;320.7460182593478
x2071;433.5225465214147
x2072;243.48245544280132
x2073;312.5359005666521
x2074;328.9975392606712
x2075;229.0695602306394
x2076;292.83212284313964
x2077;318.38365813791046
x2078;319.55366587900255
x2079;348.61115295428493
x2080;303.8383500235487
x2081;315.2824027099465
x2082;450.51569866759525
x2083;339.4276484001647
x2084;238.67537068218238
x2085;238.28376790673823
x2086;242.87449246621688
x2087;325.7935171512138
x2088;328.56381138929726
x2089;285.6292740150187
x2090;367.11765378317267
x2091;342.01798486148977
x2092;366.4746312190538
x2093;301.3545962579886
x2094;366.71394233461774
x2095;312.4808450096833
x2096;344.33885392989924
x2097;302.7930906458543
x2098;271.4983233972883
x2099;270.36115243079615
x2100;225.83576280394462
x2101;211.0059778988859
x2102;275.95425281251795
x2103;296.7682848330623
x2104;347.32424846902626
x2105;354.28854166881837
x2106;371.9824811481548
x2107;286.7080404701837
x2108;311.48954415417836
x2109;334.75584474208483
x2110;372.0023948118157
x2111;286.7021632381175
x2112;304.02523238109694
x2113;220.1310528176389
x2114;344.6693197425604
x2115;246.95027668871597
x2116;339.57217870714794
x2117;374.33581276159157
x2118;241.27308338535937
x2119;259.2480240954298
x2120;261.3087598072606
x2121;220.72443775252992
x2122;305.21547058802446
x2123;381.95521729766193
x2124;232.80408634084523
x2125;244.19066084903068
x2126;324.0943759448063
x2127;281.27855050712446
x2128;290.9387899342736
x2129;268.1726115623473
x2130;270.18907136684015
x2131;344.05573399587723
x2132;219.45691166323596
x2133;323.00669750084427
x2134;263.451725907722
x2135;387.3227186362385
x2136;265.72330567506083
x2137;376.75138861543604
x2138;274.59448095694904
x2139;303.6948547391449
x2140;307.4742603761913
x2141;311.8305901125859
x2142;254.3079841305459
x2143;246.21671453548007
x2144;294.7759919123586
x2145;189.59285045566796
x2146;350.4581457556634
x2147;231.8217936453251
x2148;240.30056181710762
x2149;243.88226925077606
x2150;273.8747085532942
x2151;388.87632603531057
x2152;360.0076407167651
x2153;306.07922918921906
x2154;254.89384516932097
x2155;369.64097857524683
x2156;282.61094983982395
x2157;259.2747791108944
x2158;337.7207734780626
x2159;268.9646024497547
x2160;328.69961191400523
x2161;298.17387417277047
x2162;240.74866952611546
x2163;329.818255517307
x2164;283.30607573791673
x2165;317.55430230799965
x2166;326.74621987147674
x2167;333.0937317412401
x2168;321.5645594927351
x2169;221.68725436131209
x2170;262.17524385019203
x2171;288.1142844865762
x2172;228.9463707500204
x2173;304.7797550640503
x2174;348.81566887576815
x2175;239.25715074152822
x2176;288.5624111905541
x2177;384.40460281634205
x2178;240.3239079206803
x2179;335.4459296296427
x2180;326.0365688009242
x2181;359.3128056301456
x2182;354.1700196783942
x2183;303.3863642733977
x2184;289.8511344474295
x2185;541.2144008474195
x2186;308.9355853800254
x2187;418.23779206745724
x2188;296.44016765679345
x2189;221.58327672605097
x2190;269.0861939711711
x2191;233.5943973258097
x2192;336.65571705311453
x2193;336.0506228801505
x2194;291.0343187443412
x2195;380.50744491870455
x2196;243.15095962655565
x2197;272.9304172403463
x2198;368.19961301555645
x2199;301.5743887983897
x2200;345.61322887780705
x2201;305.88481844084345
x2202;249.531715088638
x2203;271.69772062172046
x2204;324.70052648651347
x2205;333.18496525745
x2206;334.0350549544593
x2207;331.1811165594194
x2208;310.1590127853411
x2209;335.06698524303596
x2210;308.762438161384
x2211;318.8851642553454
x2212;279.99272849458526
x2213;299.68597471009423
x2214;275.0848721518428
x2215;273.7404550262119
x2216;300.08522385469934
x2217;325.2758400874692
x2218;272.5697390839426
x2219;323.4042156101269
x2220;282.6183715224559
x2221;295.87540828577886
x2222;285.5280802730799
x2223;252.75788355824713
x2224;421.23565062789396
x2225;220.16624015246077
x2226;321.21172292904856
x2227;332.88019525563476
x2228;214.9887288210259
x2229;275.75856885976515
x2230;246.5312134281074
x2231;333.71922430796735
x2232;296.2211615355901
x2233;344.7421889595584
x2234;284.28763244527613
x2235;289.65288872617236
x2236;288.86235886547144
x2237;211.67772283566603
x2238;381.93500253331683
x2239;300.6424538161756
x2240;306.4221421283436
x2241;315.665089434961
x2242;336.2221718195176
x2243;266.4543534688707
x2244;284.0395060840469
x2245;311.0015669888907
x2246;296.70646365377985
x2247;327.4012165252103
x2248;336.71757226793267
x2249;321.2288337140587
x2250;232.8797061869639
x2251;379.0907874527216
x2252;336.8500056157571
x2253;294.05342556305834
x2254;380.18413291440777
x2255;392.6564690789747
x2256;419.9432572699359
x2257;221.34955656616154
x2258;257.7763300456435
x2259;299.4221884308422
x2260;332.0304765632176
x2261;323.2758743804862
x2262;325.8678854210454
x2263;290.50307516264803
x2264;246.32731104719088
x2265;311.12484030741007
x2266;288.9819394660165
x2267;322.8052121102169
x2268;255.41222752867148
x2269;368.44664486077517
x2270;305.3421025281206
x2271;275.53483978406547
x2272;295.1242799889627
x2273;275.3881097301859
x2274;304.95168687449075
x2275;316.73763297225383
x2276;292.7226224706582
x2277;333.35378099337174
x2278;273.2347862920966
x2279;300.88531161139423
x2280;244.4061774659063
x2281;226.98610456444925
x2282;238.80490274233327
x2283;256.32694291312794
x2284;315.4096421506026
x2285;290.42136507392496
x2286;225.9362876908267
x2287;285.2629714051249
x2288;299.3659194828464
x2289;314.01817656021336
x2290;316.028252843045
x2291;351.4380165983345
x2292;317.29370687195404
x2293;270.07230816930814
x2294;297.42056994099454
x2295;184.81210093496773
x2296;260.70879369918487
x2297;290.7863069800207
x2298;380.35336321157115
x2299;267.30310694543294
x2300;339.17582016720166
x2301;367.6602468248831
x2302;333.81174680650827
x2303;278.98291043139847
x2304;312.2497912900009
x2305;320.66318451045237
x2306;221.74723200324897
x2307;313.7222043464751
x2308;319.1876326072747
x2309;291.25036685201917
x2310;287.12841680986037
x2311;217.54349392922992
x2312;256.52923504470897
x2313;310.5164222633784
x2314;273.7125247307891
x2315;288.2147233114513
x2316;295.9526401893704
x2317;361.86369158238233
x2318;362.81423624346746
x2319;293.5950101649401
x2320;246.29371440984207
x2321;372.1692876894206
x2322;192.37011084944874
x2323;335.99796986650216
x2324;326.2812582535823
x2325;311.4850750101856
x2326;295.791978519035
x2327;412.9267704486241
x2328;390.948319785501
x2329;366.67992201459316
x2330;376.69726923482267
x2331;366.901051759589
x2332;334.8331183206524
x2333;311.97064407014165
x2334;282.7045271396399
x2335;334.4291317867523
x2336;301.7897482680301
x2337;265.7442153442099
x2338;323.2283330666006
x2339;256.0490045154962
x2340;345.557596411434
x2341;375.9063435108319
x2342;390.28431993141965
x2343;307.90973859371536
x2344;310.3202388278171
x2345;363.8050479763165
x2346;335.05386180578057
x2347;348.69527205470933
x2348;254.14755108779357
x2349;346.3889408201826
x2350;363.5065255599306
x2351;240.81496337080821
x2352;247.93437324956906
x2353;442.58032538835755
x2354;272.3162549322957
x2355;332.13942495023696
x2356;297.2226080991608
x2357;258.0701648539241
x2358;324.49953784866466
x2359;369.5512320732476
x2360;263.2535323244685
x2361;334.74822342488034
x2362;293.36396456520987
x2363;357.36389415371224
x2364;266.2801188078318
x2365;311.6147809954567
x2366;333.6744240434882
x2367;264.8247889609856
x2368;254.22402452310936
x2369;321.75771653723933
x2370;307.93617667441396
x2371;328.6352124382694
x2372;260.7986642665264
x2373;362.4097614678034
x2374;331.3691775905929
x2375;270.78677264115754
x2376;297.3762660354561
x2377;261.56034378511043
x2378;334.1533385912711
x2379;316.7579560170212
x2380;333.59621768095616
x2381;350.89062735909596
x2382;293.9570559166852
x2383;316.2666495938286
x2384;371.45406128218235
x2385;252.40466891033307
x2386;216.66579167613764
x2387;304.6764377742978
x2388;339.79460033818805
x2389;321.899179042402
x2390;263.1202427006275
x2391;296.17664563373694
x2392;312.7955310088433
x2393;312.06913935316004
x2394;334.45426578901856
x2395;225.42225294590338
x2396;310.5855271978309
x2397;320.2082949120277
x2398;290.72162816271845
x2399;277.52032690258216
x2400;305.1386218347061
x2401;319.6375055372756
x2402;276.21699743039255
x2403;216.19840123454458
x2404;274.75940001730424
x2405;304.3712642622731
x2406;242.2604816930207
x2407;228.26769918865674
x2408;207.10772309713352
x2409;321.8578015731983
x2410;233.15541918580513
x2411;417.4938710744439
x2412;285.6571897348878
x2413;357.47778005906997
x2414;293.1198276297594
x2415;316.8850248723496
x2416;372.61517557904887
x2417;304.0757733410626
x2418;230.68580885405262
x2419;223.67345164618482
x2420;304.46936225754354
x2421;308.23559889440975
x2422;343.78793248061123
x2423;260.7615115716588
x2424;303.6753066815583
